customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5759-QFEB,Female,0,No,Yes,29,No,Yes,DSL,No,No internet service,Yes,Yes,No,No,One year,No,Credit card (automatic),53.08,5513.13,Yes
6820-UDFJ,Male,0,Yes,No,23,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.33,4426.72,No
9019-MUOT,Female,1,No,No,13,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),28.44,1598.37,Yes
0143-AXQN,Female,0,No,No,14,No,No,No,Yes,No internet service,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),116.48,7116.67,Yes
5471-NGAN,Male,1,Yes,Yes,38,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),21.12,4523.39,Yes
0770-IQEH,Male,0,No,Yes,59,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,One year,Yes,Mailed check,35.93,1454.42,No
2949-XYUA,Male,0,Yes,Yes,71,No,No,No,No internet service,No,No,No internet service,No,Yes,Two year,Yes,Mailed check,97.71,6846.33,No
2920-CZAG,Male,1,Yes,Yes,9,No,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Electronic check,68.42,2780.97,No
8986-ISTU,Male,1,No,No,7,No,No phone service,No,Yes,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),115.7,4387.65,Yes
4445-RNYP,Female,1,No,No,39,No,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,No,Electronic check,45.28,4359.32,Yes
5148-MQPF,Female,1,No,Yes,41,Yes,Yes,No,No internet service,No,No internet service,No,No,No,Two year,No,Credit card (automatic),106.41,6543.02,Yes
4908-PKHI,Female,0,Yes,No,33,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),110.08,670.49,Yes
1766-MCQW,Male,1,Yes,Yes,4,No,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),55.57,6917.62,No
1919-YQTX,Male,1,Yes,Yes,57,No,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),105.54,5790.8,No
8619-GTID,Female,0,No,No,9,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,42.79,4504.31,No
5879-USGC,Female,0,Yes,No,50,No,No,No,No internet service,Yes,Yes,No,No,No,Two year,Yes,Mailed check,93.26,1845.14,Yes
8693-EFWW,Male,0,No,No,51,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,51.68,1752.86,No
0101-GRJB,Female,1,No,Yes,34,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),29.87,6013.29,No
5364-VKZP,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,106.11,1632.66,No
5727-AIWV,Female,0,Yes,No,64,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),21.52,1983.83,No
7512-JAAV,Male,1,Yes,No,68,Yes,No,No,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,57.0,395.2,No
1031-TNUZ,Male,0,No,No,53,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,40.48,6030.89,No
3414-TNVT,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,One year,No,Mailed check,59.31,6979.99,No
4274-UYZU,Female,1,No,Yes,51,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,103.59,979.82,Yes
9500-KVCR,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,Two year,Yes,Mailed check,72.58,4093.21,No
9167-MSRE,Male,0,No,Yes,24,No,Yes,DSL,No,No internet service,No,No,No internet service,No internet service,One year,No,Credit card (automatic),67.63,7138.15,No
2897-UMIF,Female,1,No,No,58,No,No,No,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),74.25,512.67,Yes
2862-OKAM,Male,1,No,No,53,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,37.91,4760.56,No
6530-IAIX,Female,0,No,Yes,43,No,No phone service,Fiber optic,No,No,No,No internet service,No internet service,Yes,One year,No,Mailed check,52.05,5818.71,Yes
0364-VTZK,Male,1,No,No,13,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),67.71,4835.64,No
3857-FAVF,Female,0,No,No,64,No,No,No,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,102.76,2950.82,Yes
0587-AYSK,Male,1,Yes,Yes,34,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,One year,No,Credit card (automatic),62.52,528.4,No
6919-JJKC,Female,1,Yes,No,71,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,One year,No,Credit card (automatic),27.66,7280.78,No
2021-DWDI,Female,1,No,No,4,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),36.26,4963.26,No
8991-YZAL,Male,0,Yes,No,35,Yes,No phone service,No,No internet service,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),107.07,6249.2,Yes
9750-QNUV,Male,1,No,Yes,32,Yes,No phone service,No,No,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,81.88,4038.29,No
8411-KSUH,Female,1,No,Yes,63,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,41.03,6259.42,Yes
4783-AABU,Male,1,Yes,Yes,21,No,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.78,5217.89,No
7751-KVAI,Female,0,Yes,No,3,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,22.82,6316.41,No
4896-TATQ,Male,1,No,Yes,60,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No internet service,Two year,No,Mailed check,38.08,7062.99,Yes
8617-EWUO,Male,0,Yes,Yes,38,No,No phone service,DSL,No internet service,No internet service,No,Yes,No,No,One year,Yes,Electronic check,109.61,8231.59,Yes
5678-KLYB,Male,0,Yes,Yes,6,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Two year,No,Mailed check,24.54,1422.41,Yes
7324-AIJG,Female,0,No,Yes,15,No,Yes,No,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,116.52,2213.39,Yes
8029-GZYH,Female,1,Yes,Yes,61,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Two year,Yes,Electronic check,83.73,4041.86,No
1134-GHUQ,Female,0,No,No,46,No,Yes,Fiber optic,No,No internet service,No,No,No,Yes,One year,No,Credit card (automatic),83.81,4583.59,No
0695-DTZI,Female,1,No,Yes,27,No,Yes,No,No internet service,No,No,No,No,No internet service,One year,Yes,Mailed check,56.02,6577.17,Yes
9550-GOUS,Female,1,Yes,No,5,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),83.47,8379.38,No
2694-VWAZ,Male,1,No,Yes,55,No,No,Fiber optic,No,No,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),44.98,6180.0,No
1535-CHFD,Male,0,No,No,64,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),64.47,5449.54,Yes
8942-PKGB,Male,0,No,Yes,43,No,No phone service,DSL,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),22.27,5198.91,No
5965-PVGY,Female,1,No,No,28,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,No,Two year,Yes,Credit card (automatic),42.57,1176.21,No
2793-JFLV,Male,1,No,Yes,26,No,Yes,No,Yes,No internet service,No,No internet service,Yes,No,Two year,No,Mailed check,49.14,7178.4,No
6246-ZDCN,Female,1,No,No,57,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,75.6,1219.99,No
0810-OPEH,Male,0,No,No,50,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),64.41,1238.24,No
1339-NEDJ,Male,1,Yes,Yes,8,No,Yes,No,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,22.78,169.06,Yes
4332-OMQJ,Male,0,Yes,Yes,9,No,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),81.01,7797.83,Yes
6290-UZFH,Female,1,No,Yes,64,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Mailed check,87.16,3312.1,Yes
2613-QIBG,Male,0,Yes,No,49,No,No phone service,No,Yes,No internet service,No internet service,No,No internet service,Yes,One year,No,Mailed check,25.22,4523.69,Yes
3416-QBYY,Male,1,No,No,41,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.4,1548.04,No
8348-UZXI,Female,1,No,No,48,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),62.62,8359.42,No
6222-GTUP,Female,1,No,Yes,55,Yes,Yes,No,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),88.17,2000.72,No
3375-DDXM,Male,0,Yes,No,35,No,No,No,No internet service,No internet service,No,No internet service,No,Yes,Two year,Yes,Mailed check,76.81,619.09,Yes
5784-YKZH,Female,1,No,Yes,34,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,One year,No,Mailed check,52.08,4917.22,No
5784-PQFI,Female,1,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.51,391.8,Yes
6578-KXBS,Female,0,Yes,Yes,65,No,No,No,No internet service,No internet service,No internet service,Yes,Yes,No,One year,No,Electronic check,20.09,2971.16,No
7550-OEVL,Male,1,No,No,41,No,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,Yes,Mailed check,57.87,3775.61,Yes
9256-THTQ,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,53.29,4873.5,No
4026-UAHC,Male,0,No,No,52,No,No phone service,No,No,Yes,No internet service,Yes,Yes,No internet service,One year,No,Mailed check,49.55,3693.31,Yes
8680-TAQO,Male,1,Yes,Yes,26,No,No phone service,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,46.2,2445.83,Yes
8827-DVRE,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),61.24,2994.74,No
0711-BEIG,Female,1,Yes,Yes,55,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No,No internet service,One year,No,Electronic check,91.28,7147.07,No
6178-XGNE,Female,0,Yes,Yes,29,No,No,No,No,No,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),62.84,2623.49,No
9876-XSGE,Female,0,No,Yes,33,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),110.82,3151.1,No
5385-TJQS,Female,0,Yes,Yes,41,No,No phone service,No,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),67.08,2845.03,No
4296-TNBU,Male,1,No,Yes,62,No,No phone service,DSL,No internet service,No,No,No,No,No,Two year,Yes,Credit card (automatic),115.34,5717.71,Yes
0593-WXUT,Male,0,No,Yes,17,No,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),84.91,6761.81,Yes
0799-HGWX,Female,0,Yes,Yes,49,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.83,1243.46,No
9669-FVGC,Female,0,Yes,No,65,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),101.95,8329.23,No
5918-OAXT,Female,0,Yes,No,4,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),114.04,1837.59,Yes
6043-WFRE,Male,0,Yes,Yes,33,No,No,No,No,No internet service,No,No,No internet service,Yes,Two year,No,Electronic check,36.24,4361.9,Yes
4415-BHZQ,Male,0,Yes,Yes,10,No,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,No,Two year,No,Mailed check,95.78,3394.58,No
1713-JHHD,Male,0,No,No,17,No,No,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),86.66,8596.95,No
9473-RULE,Female,0,No,No,68,No,No,No,Yes,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,80.6,5897.81,No
0935-DOYH,Male,1,No,No,46,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),107.55,8468.21,Yes
8202-RYFW,Male,0,Yes,Yes,32,No,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),80.85,3936.73,Yes
2465-XYXS,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,62.58,6015.63,No
6489-BSAL,Female,1,Yes,Yes,46,No,No phone service,DSL,No internet service,No,No,No,No,No,Two year,No,Electronic check,56.28,5577.56,No
5985-ZZWQ,Female,1,No,Yes,48,No,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,118.0,4165.46,Yes
5967-JMMR,Male,0,Yes,No,35,No,No phone service,DSL,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),111.04,1530.68,Yes
8760-OCUV,Male,0,Yes,No,7,No,Yes,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,112.57,5821.27,Yes
7044-ISSX,Female,0,Yes,Yes,6,No,Yes,No,No,No,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),71.52,2351.53,Yes
0936-ATLF,Female,1,Yes,No,0,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),62.82,4010.47,No
4891-NATD,Female,1,No,Yes,71,Yes,No phone service,No,No,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,81.35,4928.27,Yes
2035-RTUU,Male,0,Yes,No,42,Yes,No,No,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),27.29,4986.44,Yes
6885-GVZO,Female,0,Yes,No,65,No,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),35.05,3815.67,No
8230-VTGO,Male,0,Yes,No,40,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,85.69,6934.48,Yes
6867-MZGO,Male,0,Yes,Yes,52,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),92.55,2123.26,No
9114-BXRW,Male,0,No,No,71,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No internet service,Two year,No,Electronic check,40.53,1795.26,No
0497-QOSM,Female,0,No,Yes,13,No,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.3,5525.17,Yes
7780-LTAN,Male,0,Yes,No,63,No,No,DSL,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),70.57,8433.45,No
2258-UEYR,Male,0,Yes,Yes,59,No,No,No,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,28.99,8506.42,No
6408-FRYL,Male,1,Yes,Yes,1,No,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No,Two year,No,Credit card (automatic),97.02,7254.13,No
1101-XPOM,Male,0,Yes,Yes,51,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),83.03,2099.35,No
0318-YNYE,Female,1,Yes,Yes,16,Yes,No phone service,DSL,No internet service,No,No,No internet service,No internet service,No,Two year,Yes,Mailed check,41.44,3263.74,No
7641-LWZW,Male,1,No,No,57,Yes,No,No,No,No,Yes,No internet service,No,Yes,Two year,No,Credit card (automatic),108.38,8488.88,No
1762-REXS,Female,0,No,Yes,9,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,One year,No,Electronic check,110.96,4186.02,Yes
4855-KJCZ,Male,1,No,Yes,41,No,No,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,112.08,899.1,No
4038-OTKZ,Female,1,No,No,67,No,Yes,DSL,No internet service,No internet service,No,No,No,No,One year,No,Credit card (automatic),30.07,6888.07,No
4190-SSTG,Female,1,No,Yes,43,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,67.29,6612.84,Yes
4188-UBXX,Male,0,No,No,21,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,77.72,6834.04,No
4459-HGDB,Male,1,Yes,No,19,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,21.47,6642.09,No
1265-IJRY,Male,1,Yes,No,18,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),51.87,5825.49,Yes
9102-FVTC,Female,1,No,Yes,5,Yes,No phone service,No,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,98.4,5468.79,Yes
6804-WUCJ,Male,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,54.78,5370.13,Yes
8667-FSTW,Female,0,Yes,Yes,69,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),47.66,6068.92,No
0463-IGJY,Female,0,No,Yes,40,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),21.26,2909.29,Yes
6372-WOVH,Female,0,No,No,21,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),22.76,2519.99,No
8170-KYCN,Female,1,Yes,Yes,31,No,Yes,No,Yes,No,No internet service,Yes,No,Yes,Two year,No,Electronic check,95.04,7645.53,Yes
6129-KYSO,Male,1,No,No,62,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),76.1,7264.23,Yes
3307-ITQO,Male,1,No,Yes,8,No,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,98.89,8458.54,Yes
2301-QCXX,Female,1,Yes,No,64,No,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,113.35,3548.08,No
5627-TWTN,Female,0,Yes,No,7,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),112.85,1606.25,No
2318-LMVC,Female,1,Yes,Yes,46,No,No phone service,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),20.38,5119.02,No
1198-PNYE,Female,1,Yes,No,38,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,No,Mailed check,84.04,5139.38,Yes
8019-JIUM,Female,0,No,No,53,No,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),52.7,5217.49,No
7860-CXWV,Male,0,Yes,No,42,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),88.73,7408.28,No
9020-JMNA,Male,0,Yes,No,14,No,Yes,No,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),48.46,4756.23,No
7324-MOSA,Female,1,Yes,Yes,47,No,Yes,DSL,No,Yes,No,No,No internet service,No,One year,No,Electronic check,71.12,8393.48,Yes
9410-FOYI,Female,0,No,Yes,19,No,No phone service,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,76.62,4661.63,Yes
3237-PTAM,Female,0,No,No,64,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,102.8,8530.7,No
6791-ZTYP,Male,0,Yes,No,65,No,Yes,No,Yes,No,No internet service,Yes,No,No,Two year,No,Credit card (automatic),40.22,3076.26,Yes
8135-JIIY,Female,1,Yes,Yes,61,No,No phone service,No,Yes,No internet service,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),116.73,6203.03,Yes
2462-HMGY,Male,0,No,Yes,24,No,No,No,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,100.98,3108.09,Yes
5350-NOZM,Male,1,No,No,31,Yes,No phone service,DSL,No internet service,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),27.05,7500.78,No
5338-DBVL,Male,0,No,Yes,5,Yes,No phone service,No,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,94.66,2658.88,No
2029-ZALW,Male,0,No,Yes,20,No,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,42.62,3256.42,No
3307-LOFO,Male,0,No,No,1,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Electronic check,73.42,6050.28,No
2031-XSCV,Male,1,Yes,No,20,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,No internet service,One year,No,Mailed check,68.29,597.55,No
2783-HWUC,Male,1,No,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),116.33,4976.22,No
7915-NWYY,Male,0,Yes,Yes,48,No,No,No,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,No,Mailed check,61.09,8413.18,No
2962-GWRC,Male,0,Yes,No,42,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,50.75,2739.63,No
0060-FYHJ,Female,1,No,Yes,22,No,No phone service,DSL,Yes,No,No internet service,Yes,No,No internet service,One year,No,Electronic check,79.77,5052.25,Yes
6466-YSAW,Male,0,No,No,27,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,32.76,3115.32,No
3388-ONFI,Female,1,Yes,No,67,No,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,48.03,1505.06,No
6898-ODKS,Male,0,No,No,44,No,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,61.26,5828.83,No
2050-QBSO,Female,0,No,Yes,19,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),114.18,7083.12,No
0800-MNCJ,Female,1,Yes,No,72,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.97,4356.12,No
3377-LMVB,Male,0,Yes,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,84.88,5427.13,No
5976-VXLE,Male,1,No,No,17,No,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,62.61,8298.16,No
2530-QIJZ,Female,0,No,Yes,52,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,41.88,4741.44,No
7373-BWAI,Female,0,No,No,36,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),56.86,600.82,No
7523-JRQN,Female,0,Yes,Yes,17,No,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),40.34,6509.22,No
4183-DMUS,Female,1,No,No,58,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),47.75,2238.76,No
3932-YUCB,Male,1,No,No,69,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),101.71,1615.28,No
5683-TRIP,Female,0,No,No,48,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),61.61,3178.74,No
3479-DLML,Female,0,No,Yes,19,Yes,No phone service,DSL,No internet service,No,Yes,No,No,No,Two year,No,Mailed check,118.64,6494.67,No
6949-ZPOV,Male,0,Yes,Yes,29,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),113.49,8609.45,No
4995-PEIZ,Male,1,Yes,Yes,47,No,No phone service,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),111.91,871.45,No
2757-PTCD,Female,0,No,No,36,No,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,65.54,8679.44,Yes
2274-FBQX,Male,0,Yes,Yes,56,No,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),52.44,1030.58,Yes
9069-EKUW,Male,0,No,Yes,68,No,No phone service,No,No,Yes,No,No internet service,Yes,Yes,Two year,No,Electronic check,88.17,2158.32,No
8519-SXYJ,Male,1,No,No,66,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Mailed check,41.9,5589.27,No
1241-JTGW,Female,1,No,No,68,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Two year,No,Bank transfer (automatic),36.26,1870.09,Yes
3782-NEWQ,Male,0,No,No,54,No,Yes,No,No internet service,No,Yes,Yes,No,No,One year,Yes,Mailed check,41.17,6585.32,No
6545-RYFH,Male,1,Yes,Yes,71,Yes,No phone service,No,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Electronic check,49.75,449.2,Yes
3217-APIQ,Male,0,No,No,33,No,Yes,No,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,93.72,2907.93,Yes
1672-EUVN,Female,0,Yes,Yes,7,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),68.19,8153.13,No
7389-IAYA,Male,1,No,Yes,37,No,Yes,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Mailed check,34.71,1836.42,No
1904-WWKW,Male,1,Yes,Yes,44,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,91.0,7754.11,Yes
7305-CRXO,Female,1,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No,Yes,One year,No,Electronic check,52.03,7207.16,No
3472-SLTT,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,One year,No,Electronic check,68.07,7687.45,No
6462-KIST,Male,1,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),32.92,5045.22,Yes
